Order_ID,Order_Date,Region,State,Segment,Category,Sub_Category,Ship_Mode,Quantity,Sales,Discount,Profit
ORD-1497,2024-07-06,West,Oregon,Home Office,Technology,Copiers,Standard Class,3,1723.73,0.1,184.02
ORD-1498,2023-08-12,Central,Texas,Consumer,Office Supplies,Binders,First Class,3,137.49,0.0,41.47
ORD-1499,2024-10-24,Central,Texas,Home Office,Technology,Accessories,Second Class,2,806.22,0.3,51.73
ORD-1500,2024-07-12,South,North Carolina,Consumer,Technology,Accessories,Standard Class,5,1796.54,0.2,301.7
ORD-1501,2023-08-24,West,Washington,Home Office,Technology,Phones,Standard Class,6,2265.82,0.1,412.83
ORD-1502,2023-11-06,South,North Carolina,Consumer,Furniture,Chairs,Same Day,2,336.68,0.15,76.97
ORD-1503,2024-09-25,East,New York,Consumer,Office Supplies,Paper,First Class,1,25.81,0.0,1.65
ORD-1504,2023-03-10,South,North Carolina,Consumer,Office Supplies,Paper,First Class,4,84.23,0.1,18.63
ORD-1505,2024-12-26,East,Pennsylvania,Corporate,Furniture,Chairs,Standard Class,6,2133.34,0.2,575.7
ORD-1506,2023-05-05,South,North Carolina,Corporate,Technology,Phones,Standard Class,2,538.4,0.15,141.76
ORD-1507,2024-04-16,West,Oregon,Consumer,Furniture,Tables,Standard Class,1,247.95,0.2,37.78
ORD-1508,2024-05-13,East,Massachusetts,Home Office,Technology,Phones,First Class,6,3307.31,0.1,1146.49
ORD-1509,2024-05-08,East,Pennsylvania,Consumer,Office Supplies,Paper,Standard Class,1,51.01,0.0,13.36
ORD-1510,2023-05-08,East,Massachusetts,Consumer,Office Supplies,Paper,First Class,4,199.85,0.0,28.45
ORD-1511,2024-09-02,West,Arizona,Consumer,Office Supplies,Storage,Standard Class,6,205.14,0.2,65.97
ORD-1512,2023-05-02,East,New York,Home Office,Office Supplies,Binders,Standard Class,1,32.01,0.15,9.71
ORD-1513,2023-04-24,South,North Carolina,Consumer,Office Supplies,Storage,Standard Class,5,112.48,0.2,9.63
ORD-1514,2023-02-23,West,California,Consumer,Office Supplies,Binders,Standard Class,2,77.82,0.2,25.71
ORD-1515,2023-06-11,South,Florida,Consumer,Technology,Accessories,Standard Class,6,3726.04,0.2,684.23
ORD-1516,2023-05-30,East,Pennsylvania,Consumer,Furniture,Chairs,First Class,1,311.38,0.0,66.67
ORD-1517,2024-01-26,West,Washington,Consumer,Office Supplies,Binders,Standard Class,7,380.64,0.1,23.95
ORD-1518,2024-08-31,West,Arizona,Consumer,Furniture,Chairs,Second Class,7,2135.42,0.1,413.09
ORD-1519,2024-08-05,Central,Michigan,Consumer,Furniture,Tables,Standard Class,3,1069.46,0.15,349.95
ORD-1520,2023-03-31,South,Florida,Home Office,Office Supplies,Art,Second Class,2,90.22,0.1,11.06
ORD-1521,2024-12-20,East,Massachusetts,Corporate,Office Supplies,Paper,First Class,1,39.41,0.2,10.4
ORD-1522,2023-01-13,West,Oregon,Consumer,Technology,Machines,Standard Class,7,2238.17,0.1,160.44
ORD-1523,2023-02-10,East,Massachusetts,Consumer,Furniture,Chairs,Standard Class,5,1431.86,0.0,305.26
ORD-1524,2023-12-03,West,California,Consumer,Furniture,Chairs,First Class,1,190.42,0.45,-15.13
ORD-1525,2024-05-10,East,Massachusetts,Corporate,Office Supplies,Paper,Standard Class,4,212.31,0.0,34.31
ORD-1526,2023-04-17,Central,Michigan,Corporate,Furniture,Bookcases,Standard Class,4,649.61,0.0,123.11
ORD-1527,2023-04-02,West,Oregon,Consumer,Furniture,Tables,Standard Class,1,261.21,0.1,40.62
ORD-1528,2023-02-18,South,Florida,Home Office,Office Supplies,Art,Standard Class,7,351.07,0.45,-16.77
ORD-1529,2024-06-20,East,New Jersey,Corporate,Technology,Phones,Standard Class,2,530.01,0.1,119.27
ORD-1530,2024-10-27,East,Pennsylvania,Corporate,Office Supplies,Art,Standard Class,2,83.75,0.1,4.86
ORD-1531,2024-09-11,East,Massachusetts,Consumer,Technology,Phones,Second Class,6,2159.2,0.45,-96.93
ORD-1532,2024-04-01,Central,Ohio,Consumer,Furniture,Furnishings,Standard Class,7,1474.12,0.15,444.79
ORD-1533,2023-11-18,East,New Jersey,Corporate,Technology,Machines,Second Class,4,1629.27,0.0,539.32
ORD-1534,2023-09-03,East,New York,Consumer,Technology,Machines,First Class,6,2221.98,0.0,481.39
ORD-1535,2023-03-10,East,New Jersey,Consumer,Technology,Accessories,Standard Class,3,1048.94,0.2,285.27
ORD-1536,2023-05-29,Central,Texas,Consumer,Office Supplies,Binders,Standard Class,1,40.59,0.2,10.15
ORD-1537,2023-08-26,East,Pennsylvania,Home Office,Office Supplies,Paper,Standard Class,2,45.7,0.15,3.95
ORD-1538,2023-04-16,West,Oregon,Corporate,Office Supplies,Storage,Standard Class,5,213.01,0.45,1.46
ORD-1539,2024-10-13,Central,Illinois,Corporate,Furniture,Chairs,Second Class,1,251.97,0.0,22.91
ORD-1540,2023-09-10,Central,Texas,Corporate,Technology,Copiers,Standard Class,6,3494.4,0.15,1018.74
ORD-1541,2024-02-14,West,Washington,Consumer,Technology,Copiers,Standard Class,6,3447.4,0.2,499.18
ORD-1542,2024-07-16,South,Georgia,Corporate,Furniture,Chairs,Standard Class,2,636.38,0.0,66.11
ORD-1543,2023-12-18,West,Oregon,Corporate,Office Supplies,Storage,Second Class,4,117.57,0.0,23.69
ORD-1544,2023-06-29,Central,Ohio,Consumer,Technology,Phones,Standard Class,6,2358.92,0.15,505.41
ORD-1545,2024-03-10,South,Georgia,Consumer,Office Supplies,Binders,Second Class,2,66.23,0.15,10.27
ORD-1546,2023-07-13,Central,Illinois,Consumer,Office Supplies,Paper,Same Day,2,81.52,0.1,11.04
ORD-1547,2023-09-08,East,Pennsylvania,Consumer,Office Supplies,Binders,Standard Class,6,161.65,0.0,28.41
ORD-1548,2023-12-05,West,Washington,Consumer,Technology,Phones,Standard Class,5,1640.64,0.1,132.42
ORD-1549,2023-09-15,Central,Illinois,Corporate,Furniture,Furnishings,First Class,7,2245.45,0.3,-496.23
ORD-1550,2023-11-26,East,New Jersey,Home Office,Technology,Accessories,Second Class,4,1957.61,0.0,279.76
ORD-1551,2024-12-10,West,Oregon,Corporate,Office Supplies,Art,Standard Class,1,28.32,0.15,9.44
ORD-1552,2024-04-05,South,Florida,Consumer,Office Supplies,Binders,First Class,7,380.26,0.0,131.47
ORD-1553,2023-09-13,South,North Carolina,Consumer,Furniture,Chairs,Standard Class,1,171.68,0.1,55.62
ORD-1554,2024-09-09,East,New Jersey,Home Office,Furniture,Tables,Second Class,5,1595.77,0.1,528.92
ORD-1555,2024-08-08,West,California,Corporate,Furniture,Chairs,First Class,3,1048.5,0.15,72.49
ORD-1556,2023-10-08,East,Massachusetts,Home Office,Furniture,Tables,Second Class,7,1710.1,0.2,308.43
ORD-1557,2023-04-15,South,Georgia,Consumer,Technology,Machines,Standard Class,6,2385.01,0.15,437.34
ORD-1558,2023-06-16,Central,Illinois,Consumer,Technology,Copiers,Standard Class,2,574.59,0.3,177.93
ORD-1559,2023-05-12,East,Pennsylvania,Consumer,Furniture,Chairs,Second Class,1,220.58,0.1,28.0
ORD-1560,2024-07-13,South,Tennessee,Corporate,Office Supplies,Storage,Second Class,3,117.02,0.2,22.24
ORD-1561,2024-04-22,East,New York,Consumer,Technology,Accessories,First Class,4,1720.74,0.2,441.78
ORD-1562,2024-12-08,South,Georgia,Consumer,Office Supplies,Binders,Standard Class,7,361.13,0.0,35.22
ORD-1563,2023-02-06,West,Oregon,Consumer,Technology,Phones,Standard Class,5,2501.67,0.15,256.93
ORD-1564,2023-04-27,East,New Jersey,Consumer,Technology,Phones,Standard Class,4,1561.36,0.2,81.41
ORD-1565,2024-03-19,East,New York,Consumer,Furniture,Chairs,Standard Class,3,841.16,0.0,284.67
ORD-1566,2024-07-27,Central,Illinois,Consumer,Furniture,Chairs,Standard Class,7,1775.21,0.3,-325.29
ORD-1567,2024-01-13,East,New York,Corporate,Technology,Phones,Second Class,4,1582.73,0.3,503.59
ORD-1568,2024-04-30,East,New York,Home Office,Technology,Copiers,Standard Class,6,3577.06,0.0,685.63
ORD-1569,2024-03-01,East,New York,Corporate,Office Supplies,Art,Standard Class,5,173.65,0.1,46.71
ORD-1570,2023-07-03,East,New York,Consumer,Office Supplies,Art,First Class,7,321.66,0.1,41.05
ORD-1571,2023-04-28,East,New York,Home Office,Furniture,Tables,Second Class,7,2117.84,0.3,-517.75
ORD-1572,2023-03-22,East,Pennsylvania,Consumer,Technology,Phones,First Class,7,2815.81,0.0,966.49
ORD-1573,2023-01-14,South,Tennessee,Consumer,Technology,Phones,Standard Class,5,2230.33,0.45,-193.89
ORD-1574,2023-09-28,Central,Michigan,Consumer,Furniture,Chairs,Standard Class,4,1084.17,0.2,241.71
ORD-1575,2023-02-16,East,New Jersey,Consumer,Technology,Phones,Standard Class,3,730.9,0.15,148.61
ORD-1576,2023-03-23,East,Pennsylvania,Home Office,Furniture,Furnishings,Standard Class,4,1050.11,0.3,-168.63
ORD-1577,2023-06-28,West,Oregon,Corporate,Office Supplies,Storage,Standard Class,3,120.79,0.1,31.05
ORD-1578,2023-06-08,South,Tennessee,Consumer,Office Supplies,Art,Standard Class,7,176.29,0.0,14.44
ORD-1579,2024-09-11,South,Florida,Consumer,Office Supplies,Binders,First Class,2,42.48,0.2,8.68
ORD-1580,2024-04-23,Central,Michigan,Corporate,Office Supplies,Paper,Standard Class,3,126.77,0.0,32.08
ORD-1581,2023-03-19,West,Washington,Consumer,Technology,Accessories,First Class,6,3465.15,0.1,399.45
ORD-1582,2024-06-02,West,Washington,Consumer,Furniture,Chairs,Standard Class,5,1431.0,0.0,195.93
ORD-1583,2024-12-23,West,Washington,Corporate,Technology,Copiers,Standard Class,5,1981.83,0.45,-27.7
ORD-1584,2023-10-23,West,Arizona,Consumer,Technology,Accessories,Standard Class,5,2916.65,0.2,460.55
ORD-1585,2023-06-29,Central,Ohio,Corporate,Office Supplies,Binders,Standard Class,2,65.06,0.15,18.21
ORD-1586,2023-03-25,West,Oregon,Consumer,Technology,Copiers,Second Class,7,4444.63,0.0,1105.36
ORD-1587,2023-06-22,Central,Ohio,Corporate,Office Supplies,Binders,Standard Class,3,112.82,0.0,25.25
ORD-1588,2024-08-09,South,Tennessee,Corporate,Office Supplies,Art,Standard Class,5,191.1,0.0,19.98
ORD-1589,2024-10-18,East,New York,Consumer,Furniture,Furnishings,Standard Class,5,1834.63,0.15,150.19
ORD-1590,2024-08-06,Central,Illinois,Consumer,Technology,Copiers,Second Class,5,2729.55,0.0,797.12
ORD-1591,2024-10-11,West,Washington,Home Office,Office Supplies,Binders,Standard Class,7,179.69,0.15,51.84
ORD-1592,2024-11-11,West,Washington,Home Office,Office Supplies,Paper,Standard Class,3,158.62,0.1,14.07
ORD-1593,2024-06-02,Central,Texas,Corporate,Furniture,Tables,Standard Class,2,749.71,0.0,124.46
ORD-1594,2024-07-29,South,Florida,Corporate,Technology,Machines,Standard Class,5,2916.41,0.0,527.95
ORD-1595,2023-07-22,East,New Jersey,Corporate,Office Supplies,Art,Same Day,3,86.42,0.1,13.34
ORD-1596,2023-10-18,West,Arizona,Home Office,Technology,Machines,Standard Class,7,2394.26,0.2,659.71
ORD-1597,2024-08-03,East,Massachusetts,Consumer,Office Supplies,Paper,Standard Class,1,35.94,0.1,11.81
ORD-1598,2024-11-19,Central,Ohio,Consumer,Office Supplies,Binders,Same Day,3,113.18,0.1,28.83
ORD-1599,2023-05-03,Central,Illinois,Consumer,Office Supplies,Paper,Standard Class,1,21.42,0.0,5.67
ORD-1600,2023-03-31,South,Tennessee,Home Office,Office Supplies,Binders,Second Class,2,82.09,0.0,27.2
ORD-1601,2024-03-23,East,New York,Consumer,Office Supplies,Art,Standard Class,4,155.96,0.15,37.36
ORD-1602,2023-03-25,East,New York,Corporate,Furniture,Tables,Second Class,5,980.31,0.0,221.88
ORD-1603,2023-08-13,South,Tennessee,Corporate,Office Supplies,Art,First Class,1,33.24,0.1,4.4
ORD-1604,2024-01-24,West,Oregon,Corporate,Office Supplies,Art,Second Class,2,56.41,0.1,4.95
ORD-1605,2024-10-26,West,California,Home Office,Technology,Accessories,Second Class,6,2228.57,0.15,326.93
ORD-1606,2024-02-08,Central,Illinois,Home Office,Technology,Accessories,Second Class,7,4340.86,0.0,242.0
ORD-1607,2023-11-27,East,New York,Consumer,Furniture,Tables,Second Class,6,1831.84,0.0,357.34
ORD-1608,2024-07-24,West,Washington,Consumer,Technology,Copiers,Standard Class,1,341.35,0.3,75.84
ORD-1609,2024-02-01,East,New York,Home Office,Technology,Accessories,First Class,2,481.86,0.45,-67.74
ORD-1610,2023-06-25,South,North Carolina,Home Office,Technology,Accessories,Standard Class,7,2255.74,0.15,263.75
ORD-1611,2024-06-30,East,New York,Corporate,Technology,Copiers,Standard Class,6,1663.24,0.0,135.38
ORD-1612,2024-01-07,East,New York,Consumer,Furniture,Bookcases,Second Class,5,872.01,0.0,285.25
ORD-1613,2024-01-19,South,Georgia,Corporate,Furniture,Tables,Second Class,4,1228.73,0.0,75.82
ORD-1614,2023-04-11,East,New Jersey,Home Office,Office Supplies,Storage,Same Day,2,90.42,0.15,31.1
ORD-1615,2023-07-30,South,North Carolina,Corporate,Furniture,Bookcases,Standard Class,3,1132.65,0.1,270.92
ORD-1616,2023-03-15,East,Massachusetts,Corporate,Furniture,Chairs,First Class,3,581.09,0.2,157.61
ORD-1617,2024-04-06,West,Arizona,Home Office,Technology,Machines,Second Class,1,342.86,0.15,20.04
ORD-1618,2023-09-27,East,Pennsylvania,Home Office,Office Supplies,Binders,Standard Class,3,105.55,0.1,8.68
ORD-1619,2024-04-05,West,Washington,Home Office,Technology,Copiers,Same Day,4,1621.93,0.15,196.32
ORD-1620,2023-08-22,West,Washington,Home Office,Technology,Machines,Standard Class,1,359.77,0.0,47.32
ORD-1621,2024-03-05,Central,Texas,Consumer,Office Supplies,Binders,Same Day,4,142.26,0.0,49.2
ORD-1622,2023-02-16,South,Florida,Consumer,Furniture,Tables,Standard Class,2,421.85,0.0,82.24
ORD-1623,2023-10-13,West,Washington,Consumer,Technology,Accessories,Second Class,7,2037.87,0.1,285.22
ORD-1624,2024-12-16,West,California,Consumer,Technology,Phones,Standard Class,1,525.98,0.0,169.93
ORD-1625,2024-09-17,West,Arizona,Corporate,Furniture,Tables,Standard Class,3,1002.03,0.0,202.22
ORD-1626,2024-12-19,West,California,Home Office,Furniture,Furnishings,Standard Class,3,456.46,0.0,103.15
ORD-1627,2023-08-17,East,New Jersey,Consumer,Furniture,Chairs,Second Class,3,651.89,0.45,-136.3
ORD-1628,2023-09-26,East,Pennsylvania,Corporate,Office Supplies,Binders,Standard Class,4,177.7,0.1,34.89
ORD-1629,2024-02-26,West,Washington,Home Office,Technology,Phones,Standard Class,2,1213.4,0.2,224.89
ORD-1630,2023-07-05,Central,Michigan,Consumer,Technology,Copiers,Standard Class,6,3436.14,0.1,673.65
ORD-1631,2024-08-23,South,Georgia,Consumer,Office Supplies,Storage,Standard Class,5,185.27,0.0,26.07
ORD-1632,2023-05-11,West,Arizona,Home Office,Office Supplies,Binders,First Class,7,153.92,0.2,24.26
ORD-1633,2024-10-12,Central,Michigan,Consumer,Furniture,Bookcases,Same Day,1,329.39,0.2,83.01
ORD-1634,2023-01-24,Central,Illinois,Consumer,Furniture,Chairs,Standard Class,3,849.98,0.45,-47.18
ORD-1635,2023-07-11,Central,Michigan,Home Office,Office Supplies,Paper,Standard Class,3,98.54,0.0,25.04
ORD-1636,2024-03-12,South,Georgia,Corporate,Technology,Machines,Second Class,3,1479.7,0.3,350.87
ORD-1637,2024-07-09,West,California,Consumer,Office Supplies,Paper,Standard Class,4,95.29,0.15,24.47
ORD-1638,2023-08-03,East,Massachusetts,Consumer,Technology,Copiers,Standard Class,6,1794.85,0.3,188.22
ORD-1639,2023-04-25,East,Pennsylvania,Consumer,Office Supplies,Binders,Standard Class,4,159.11,0.1,20.26
ORD-1640,2024-11-22,Central,Michigan,Corporate,Technology,Accessories,Standard Class,5,3006.38,0.15,888.22
ORD-1641,2023-11-19,Central,Texas,Consumer,Office Supplies,Art,Standard Class,1,39.78,0.2,4.53
ORD-1642,2023-07-24,Central,Texas,Corporate,Technology,Copiers,Standard Class,1,561.48,0.2,192.97
ORD-1643,2024-05-22,East,New Jersey,Consumer,Technology,Phones,Standard Class,2,688.54,0.0,34.56
ORD-1644,2024-05-12,South,Tennessee,Consumer,Furniture,Furnishings,Standard Class,7,1227.04,0.15,192.42
ORD-1645,2023-10-07,Central,Ohio,Consumer,Furniture,Chairs,Second Class,2,363.4,0.2,82.88
ORD-1646,2023-03-20,West,Arizona,Corporate,Office Supplies,Paper,Second Class,1,23.76,0.0,4.57
ORD-1647,2024-03-15,East,Pennsylvania,Corporate,Office Supplies,Art,Second Class,5,245.96,0.0,16.39
ORD-1648,2023-11-22,East,New York,Corporate,Office Supplies,Binders,First Class,3,126.48,0.1,27.48
ORD-1649,2023-08-10,South,Tennessee,Corporate,Technology,Accessories,Standard Class,7,2269.29,0.15,710.73
ORD-1650,2023-10-15,West,Washington,Corporate,Office Supplies,Binders,Standard Class,1,38.41,0.0,10.34
ORD-1651,2024-07-20,West,California,Consumer,Furniture,Bookcases,Standard Class,1,386.33,0.3,-55.48
ORD-1652,2023-11-11,Central,Illinois,Home Office,Technology,Machines,Standard Class,7,2469.03,0.0,508.03
ORD-1653,2023-07-06,West,Washington,Corporate,Furniture,Chairs,Second Class,4,1144.82,0.0,298.48
ORD-1654,2023-02-22,Central,Ohio,Corporate,Furniture,Tables,Standard Class,4,603.92,0.45,-41.7
ORD-1655,2024-04-07,East,Massachusetts,Consumer,Furniture,Bookcases,Standard Class,5,1424.58,0.0,78.93
ORD-1656,2024-05-18,West,Arizona,Corporate,Technology,Machines,First Class,2,566.72,0.2,161.49
ORD-1657,2024-12-03,West,Washington,Corporate,Furniture,Tables,First Class,4,1140.22,0.0,78.53
ORD-1658,2023-03-27,West,Oregon,Corporate,Furniture,Tables,Standard Class,5,943.48,0.0,117.65
ORD-1659,2023-04-11,East,New Jersey,Consumer,Furniture,Furnishings,Same Day,5,927.73,0.0,220.57
ORD-1660,2024-09-03,West,Oregon,Corporate,Furniture,Tables,Standard Class,4,797.69,0.0,181.91
ORD-1661,2023-11-22,West,Oregon,Consumer,Furniture,Tables,First Class,3,517.37,0.0,40.23
ORD-1662,2023-01-24,West,Washington,Consumer,Technology,Accessories,Second Class,1,608.25,0.0,204.69
ORD-1663,2023-04-26,Central,Michigan,Corporate,Office Supplies,Paper,Standard Class,5,267.17,0.1,38.65
ORD-1664,2023-04-10,Central,Ohio,Corporate,Office Supplies,Binders,Standard Class,5,123.35,0.0,25.42
ORD-1665,2023-07-09,East,Pennsylvania,Consumer,Furniture,Tables,Standard Class,7,1235.16,0.15,106.73
ORD-1666,2024-01-02,South,Georgia,Corporate,Office Supplies,Binders,First Class,2,110.05,0.0,17.19
ORD-1667,2024-02-07,East,Massachusetts,Consumer,Technology,Phones,Standard Class,2,880.23,0.1,88.69
ORD-1668,2023-12-01,West,California,Corporate,Technology,Copiers,First Class,3,741.7,0.1,159.44
ORD-1669,2023-01-22,Central,Texas,Consumer,Technology,Machines,Standard Class,3,948.69,0.1,304.44
ORD-1670,2023-09-15,West,Washington,Home Office,Furniture,Furnishings,First Class,1,316.11,0.1,95.04
ORD-1671,2023-05-07,South,Tennessee,Corporate,Office Supplies,Art,First Class,5,203.46,0.2,53.73
ORD-1672,2024-09-01,West,Arizona,Consumer,Furniture,Chairs,Same Day,1,185.7,0.1,62.3
ORD-1673,2023-06-01,West,Arizona,Consumer,Technology,Accessories,Standard Class,2,729.21,0.2,133.3
ORD-1674,2024-06-29,East,New York,Consumer,Furniture,Furnishings,Standard Class,7,2465.4,0.1,511.02
ORD-1675,2024-02-09,Central,Ohio,Home Office,Office Supplies,Binders,Second Class,2,87.34,0.0,20.56
ORD-1676,2024-01-04,East,New York,Consumer,Furniture,Bookcases,Standard Class,1,252.17,0.1,16.6
ORD-1677,2023-12-26,West,Oregon,Corporate,Office Supplies,Art,Standard Class,1,27.65,0.1,3.76
ORD-1678,2023-03-21,West,California,Home Office,Technology,Machines,Standard Class,7,2446.27,0.45,-71.79
ORD-1679,2023-08-28,West,Arizona,Corporate,Furniture,Bookcases,First Class,2,570.28,0.1,190.19
ORD-1680,2023-04-03,Central,Ohio,Consumer,Technology,Copiers,Standard Class,2,945.72,0.1,93.89
ORD-1681,2023-09-27,East,New Jersey,Consumer,Technology,Phones,First Class,3,1350.92,0.15,303.2
ORD-1682,2024-01-06,South,Georgia,Consumer,Technology,Phones,Second Class,3,1790.47,0.15,362.58
ORD-1683,2023-02-21,South,North Carolina,Consumer,Office Supplies,Paper,Second Class,3,129.54,0.0,23.69
ORD-1684,2024-07-29,East,Massachusetts,Home Office,Office Supplies,Storage,Standard Class,3,146.61,0.1,49.56
ORD-1685,2024-09-03,Central,Ohio,Consumer,Office Supplies,Paper,Standard Class,2,56.58,0.0,6.05
ORD-1686,2023-08-12,West,Oregon,Corporate,Office Supplies,Art,Second Class,6,333.56,0.1,22.51
ORD-1687,2023-04-06,West,Washington,Home Office,Furniture,Chairs,Second Class,6,1786.21,0.15,593.71
ORD-1688,2024-10-10,South,Tennessee,Corporate,Furniture,Tables,Standard Class,2,363.07,0.1,47.44
ORD-1689,2023-11-27,West,Oregon,Corporate,Office Supplies,Paper,Standard Class,6,227.68,0.0,49.07
ORD-1690,2024-10-08,South,North Carolina,Consumer,Furniture,Tables,First Class,6,1823.14,0.1,113.63
ORD-1691,2024-05-26,East,New Jersey,Home Office,Technology,Machines,Standard Class,2,1161.58,0.1,149.17
ORD-1692,2024-05-03,South,North Carolina,Consumer,Office Supplies,Paper,Second Class,6,262.49,0.2,62.11
ORD-1693,2023-11-16,East,New Jersey,Corporate,Furniture,Bookcases,Standard Class,3,1177.83,0.0,153.77
ORD-1694,2023-05-09,East,Massachusetts,Consumer,Office Supplies,Binders,Standard Class,1,54.81,0.0,8.85
ORD-1695,2023-01-11,West,Oregon,Consumer,Office Supplies,Binders,Standard Class,1,23.97,0.2,6.75
ORD-1696,2024-01-31,South,North Carolina,Consumer,Office Supplies,Binders,Second Class,2,97.94,0.1,11.74
ORD-1697,2023-01-29,South,Georgia,Consumer,Furniture,Chairs,Standard Class,2,779.89,0.15,251.38
ORD-1698,2023-10-24,Central,Ohio,Consumer,Technology,Machines,First Class,6,1717.21,0.0,199.42
ORD-1699,2023-11-20,South,North Carolina,Consumer,Office Supplies,Binders,Second Class,2,109.94,0.1,16.59
ORD-1700,2023-01-10,East,New York,Corporate,Furniture,Bookcases,Standard Class,4,1350.27,0.0,263.46
ORD-1701,2024-08-27,West,Oregon,Consumer,Technology,Machines,Standard Class,4,2488.28,0.0,365.92
ORD-1702,2024-12-17,West,Oregon,Consumer,Technology,Copiers,Second Class,6,2367.51,0.1,517.62
ORD-1703,2024-09-23,West,Washington,Consumer,Furniture,Chairs,Second Class,4,976.23,0.3,-95.39
ORD-1704,2023-05-21,South,Georgia,Consumer,Furniture,Tables,Standard Class,1,221.75,0.0,34.79
ORD-1705,2024-12-03,West,Oregon,Consumer,Office Supplies,Storage,Standard Class,6,132.12,0.2,42.35
ORD-1706,2023-07-21,East,New York,Consumer,Office Supplies,Art,Standard Class,2,51.03,0.1,16.89
ORD-1707,2024-01-25,West,Oregon,Consumer,Furniture,Chairs,Standard Class,2,664.25,0.0,107.2
ORD-1708,2023-04-16,East,Massachusetts,Consumer,Office Supplies,Paper,Standard Class,1,49.64,0.0,14.51
ORD-1709,2023-05-21,Central,Illinois,Consumer,Technology,Accessories,Standard Class,2,1238.29,0.0,231.47
ORD-1710,2024-02-19,Central,Texas,Corporate,Furniture,Furnishings,Standard Class,6,2242.12,0.0,388.29
ORD-1711,2024-08-16,South,Georgia,Home Office,Furniture,Chairs,Standard Class,4,1008.74,0.1,227.64
ORD-1712,2024-01-11,East,Massachusetts,Corporate,Office Supplies,Paper,Standard Class,1,49.29,0.1,14.23
ORD-1713,2024-01-17,West,Arizona,Consumer,Office Supplies,Paper,Second Class,1,43.62,0.2,2.73
ORD-1714,2024-12-06,South,North Carolina,Corporate,Technology,Copiers,First Class,6,3013.05,0.0,932.0
ORD-1715,2024-01-22,West,California,Consumer,Office Supplies,Paper,Standard Class,4,195.85,0.2,34.19
ORD-1716,2023-09-10,West,Arizona,Corporate,Office Supplies,Art,Standard Class,2,68.77,0.0,3.95
ORD-1717,2023-12-06,West,Oregon,Home Office,Office Supplies,Paper,Second Class,5,147.79,0.0,22.43
ORD-1718,2024-10-07,East,New Jersey,Consumer,Technology,Copiers,Standard Class,3,1566.43,0.0,298.53
ORD-1719,2023-07-11,East,Massachusetts,Corporate,Furniture,Bookcases,Standard Class,2,693.29,0.0,148.99
ORD-1720,2024-05-18,South,North Carolina,Consumer,Office Supplies,Paper,Standard Class,4,177.02,0.15,18.3
ORD-1721,2024-06-30,South,Tennessee,Corporate,Technology,Phones,Second Class,1,581.39,0.15,182.94
ORD-1722,2023-11-16,East,Massachusetts,Corporate,Technology,Phones,Standard Class,1,474.94,0.0,160.94
ORD-1723,2023-08-13,West,Washington,Consumer,Office Supplies,Storage,Standard Class,3,126.19,0.0,43.13
ORD-1724,2024-07-01,East,Pennsylvania,Corporate,Technology,Copiers,Standard Class,5,2940.05,0.15,292.3
ORD-1725,2023-04-16,East,New Jersey,Consumer,Furniture,Chairs,Same Day,7,1671.28,0.1,335.83
ORD-1726,2024-06-28,West,California,Home Office,Office Supplies,Storage,First Class,2,70.72,0.0,6.19
ORD-1727,2024-09-12,West,California,Consumer,Office Supplies,Binders,Same Day,3,78.55,0.0,17.59
ORD-1728,2024-04-01,Central,Ohio,Corporate,Office Supplies,Storage,First Class,2,99.7,0.1,10.36
ORD-1729,2023-05-12,West,Oregon,Home Office,Furniture,Furnishings,Standard Class,4,1532.5,0.2,402.95
ORD-1730,2023-05-10,East,Pennsylvania,Home Office,Technology,Machines,Standard Class,6,1913.38,0.0,483.76
ORD-1731,2024-07-11,East,New Jersey,Corporate,Technology,Accessories,First Class,5,1513.06,0.1,356.68
ORD-1732,2023-06-03,West,Arizona,Consumer,Office Supplies,Paper,Standard Class,6,316.98,0.0,55.44
ORD-1733,2023-05-25,East,New York,Consumer,Office Supplies,Art,First Class,3,145.04,0.0,21.48
ORD-1734,2023-12-11,Central,Illinois,Corporate,Technology,Accessories,Standard Class,3,1697.48,0.0,187.04
ORD-1735,2024-11-11,Central,Texas,Consumer,Furniture,Furnishings,Standard Class,5,1666.05,0.0,247.54
ORD-1736,2024-02-25,West,Arizona,Consumer,Furniture,Furnishings,Second Class,1,152.44,0.0,32.12
ORD-1737,2024-11-05,South,North Carolina,Consumer,Technology,Machines,First Class,2,1007.49,0.1,194.56
ORD-1738,2023-07-05,South,Georgia,Consumer,Office Supplies,Paper,Standard Class,2,71.52,0.0,7.86
ORD-1739,2024-10-15,West,Oregon,Consumer,Technology,Copiers,Standard Class,3,1172.61,0.3,83.15
ORD-1740,2023-01-04,West,Arizona,Consumer,Furniture,Bookcases,Second Class,3,848.4,0.0,249.14
ORD-1741,2024-01-16,South,North Carolina,Home Office,Furniture,Furnishings,Standard Class,1,245.56,0.0,65.47
ORD-1742,2023-03-18,South,Georgia,Consumer,Furniture,Furnishings,Standard Class,5,1146.57,0.2,228.61
ORD-1743,2023-12-18,West,Washington,Corporate,Office Supplies,Paper,Standard Class,1,47.72,0.0,5.66
ORD-1744,2023-01-03,South,Tennessee,Consumer,Technology,Phones,Standard Class,5,2838.8,0.1,602.48
ORD-1745,2023-11-28,Central,Michigan,Corporate,Office Supplies,Binders,Standard Class,7,360.31,0.1,92.74
